scen_id,src_node,node_id,dist_src,peak_conc,t_peak_min,mean_flow_m3s,detected
0006,J6,O2,-1,0.0,,0.008304,0
0006,J6,entry,-1,0.0,,0.0,0
0003,JI1,J3,-1,0.0,,0.0,0
0003,JI1,J4,-1,0.0,,0.0,0
0003,JI1,J5,-1,0.0,,0.0,0
0003,JI1,J6,-1,0.0,,0.0,0
0003,JI1,J7,-1,0.0,,0.005361,0
0003,JI1,J8,-1,0.0,,0.0,0
0003,JI1,J9,-1,0.0,,0.0,0
0003,JI1,J10,-1,0.0,,0.0,0
0003,JI1,J11,-1,0.0,,0.002673,0
0003,JI1,O1,-1,0.0,,0.002613,0
0003,JI1,Aux3,-1,0.0,,0.002308,0
0003,JI1,J1,-1,0.0,,0.004002,0
0003,JI1,JI7,-1,0.0,,0.004001,0
0003,JI1,J2a,-1,0.0,,0.004626,0
0003,JI1,J2,-1,0.0,,0.004629,0
0003,JI1,JI9,-1,0.0,,0.004572,0
0003,JI1,JI6,-1,0.0,,0.002307,0
0003,JI1,J13,-1,0.0,,0.00535,0
0003,JI1,J12,-1,0.0,,0.006355,0
0003,JI1,JI8,-1,0.0,,0.00632,0
0003,JI1,JI1,-1,16487.192,7909.0,0.002273,1
0003,JI1,JI2,-1,9716.1839,7910.0,0.006255,1
0003,JI1,JI3,-1,6041.6427,7914.0,0.011527,1
0003,JI1,JI4,-1,3753.6546,7941.0,0.017524,1
0003,JI1,JI5,-1,3053.2685,7962.0,0.021784,1
0003,JI1,Well,-1,847.5064,8498.0,0.021653,1
0003,JI1,JI10,-1,555.9382,12276.0,0.021043,1
0003,JI1,JI11,-1,313.4156,12605.0,0.018582,1
0003,JI1,JI12,-1,132.1865,18256.0,0.013654,1
0003,JI1,JI13,-1,68.2454,18222.0,0.00902,1
0003,JI1,O2,-1,30.3659,16692.0,0.008352,1
0003,JI1,entry,-1,0.0,,0.0,0
0007,J4,J3,-1,0.0,,0.0,0
0007,J4,J4,-1,41872.428,10193.0,6.3e-05,1
0007,J4,J5,-1,41022.2378,10505.0,5.9e-05,1
0007,J4,J6,-1,37885.4731,10961.0,5.2e-05,1
0007,J4,J7,-1,0.0,,0.005324,0
0007,J4,J8,-1,37885.4731,11835.0,4.9e-05,1
0007,J4,J9,-1,37470.5177,12831.0,4.8e-05,1
0007,J4,J10,-1,34763.0304,13066.0,4.7e-05,1
0007,J4,J11,-1,33196.0617,13691.0,0.002699,1
0007,J4,O1,-1,33195.2252,13734.0,0.002641,1
0007,J4,Aux3,-1,0.0,,0.002292,0
0007,J4,J1,-1,0.0,,0.003974,0
0007,J4,JI7,-1,0.0,,0.003974,0
0007,J4,J2a,-1,0.0,,0.004595,0
0007,J4,J2,-1,0.0,,0.004598,0
0007,J4,JI9,-1,0.0,,0.004542,0
0007,J4,JI6,-1,0.0,,0.002291,0
0007,J4,J13,-1,0.0,,0.005313,0
0007,J4,J12,-1,0.0,,0.006313,0
0007,J4,JI8,-1,0.0,,0.006279,0
0007,J4,JI1,-1,0.0,,0.002201,0
0007,J4,JI2,-1,0.0,,0.006156,0
0007,J4,JI3,-1,0.0,,0.011394,0
0007,J4,JI4,-1,0.0,,0.017356,0
0007,J4,JI5,-1,0.0,,0.02159,0
0007,J4,Well,-1,0.0,,0.021461,0
0007,J4,JI10,-1,0.0,,0.02086,0
0007,J4,JI11,-1,0.0,,0.01842,0
0007,J4,JI12,-1,0.0,,0.013537,0
0007,J4,JI13,-1,0.0,,0.008952,0
0007,J4,O2,-1,0.0,,0.008304,0
0007,J4,entry,-1,0.0,,0.0,0
0002,JI12,J3,-1,0.0,,0.0,0
0002,JI12,J4,-1,0.0,,0.0,0
0002,JI12,J5,-1,0.0,,0.0,0
0002,JI12,J6,-1,0.0,,0.0,0
0002,JI12,J7,-1,0.0,,0.005324,0
0002,JI12,J8,-1,0.0,,0.0,0
0002,JI12,J9,-1,0.0,,0.0,0
0002,JI12,J10,-1,0.0,,0.0,0
0002,JI12,J11,-1,0.0,,0.002654,0
0002,JI12,O1,-1,0.0,,0.002596,0
0002,JI12,Aux3,-1,0.0,,0.002292,0
0002,JI12,J1,-1,0.0,,0.003974,0
0002,JI12,JI7,-1,0.0,,0.003974,0
0002,JI12,J2a,-1,0.0,,0.004595,0
0002,JI12,J2,-1,0.0,,0.004598,0
0002,JI12,JI9,-1,0.0,,0.004542,0
0002,JI12,JI6,-1,0.0,,0.002291,0
0002,JI12,J13,-1,0.0,,0.005313,0
0002,JI12,J12,-1,0.0,,0.006313,0
0002,JI12,JI8,-1,0.0,,0.006279,0
0002,JI12,JI1,-1,0.0,,0.002201,0
0002,JI12,JI2,-1,0.0,,0.006156,0
0002,JI12,JI3,-1,0.0,,0.011394,0
0002,JI12,JI4,-1,0.0,,0.017356,0
0002,JI12,JI5,-1,0.0,,0.02159,0
0002,JI12,Well,-1,0.0,,0.021461,0
0002,JI12,JI10,-1,79.3092,1616.0,0.020859,1
0002,JI12,JI11,-1,148.8557,1837.0,0.018411,1
0002,JI12,JI12,-1,1449.8051,9297.0,0.013619,1
0002,JI12,JI13,-1,200.4058,11953.0,0.00904,1
0002,JI12,O2,-1,47.8429,16637.0,0.008391,1
0002,JI12,entry,-1,0.0,,0.0,0
0008,JI5,J3,-1,0.0,,0.0,0
0008,JI5,J4,-1,0.0,,0.0,0
0008,JI5,J5,-1,0.0,,0.0,0
0008,JI5,J6,-1,0.0,,0.0,0
0008,JI5,J7,-1,0.0,,0.005324,0
0008,JI5,J8,-1,0.0,,0.0,0
0008,JI5,J9,-1,0.0,,0.0,0
0008,JI5,J10,-1,0.0,,0.0,0
0008,JI5,J11,-1,0.0,,0.002654,0
0008,JI5,O1,-1,0.0,,0.002596,0
0008,JI5,Aux3,-1,0.0,,0.002292,0
0008,JI5,J1,-1,0.0,,0.003974,0
0008,JI5,JI7,-1,0.0,,0.003974,0
0008,JI5,J2a,-1,0.0,,0.004595,0
0008,JI5,J2,-1,0.0,,0.004597,0
0008,JI5,JI9,-1,0.0,,0.004541,0
0008,JI5,JI6,-1,0.0,,0.002291,0
0008,JI5,J13,-1,0.0,,0.005313,0
0008,JI5,J12,-1,0.0,,0.006313,0
0008,JI5,JI8,-1,0.0,,0.006279,0
0008,JI5,JI1,-1,0.0,,0.002201,0
0008,JI5,JI2,-1,0.0,,0.006156,0
0008,JI5,JI3,-1,0.0,,0.011393,0
0008,JI5,JI4,-1,0.0,,0.017355,0
0008,JI5,JI5,-1,201.8527,70.0,0.021671,1
0008,JI5,Well,-1,136.6636,6847.0,0.021542,1
0008,JI5,JI10,-1,136.6636,6848.0,0.02094,1
0008,JI5,JI11,-1,93.2267,7187.0,0.0185,1
